,y2_hhid,sourceid,ag12a_0b,ag12a_01,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05,ag12a_06
9917,1704021001018801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9918,1704021001018801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9919,1704021001018801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9920,1704021001019201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9921,1704021001019201,NGO,NGO,NO,,,,,,,,,,
9922,1704021001019201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9923,1704021001019201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9924,1704021001019201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9925,1704023001000401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9926,1704023001000401,NGO,NGO,NO,,,,,,,,,,
9927,1704023001000401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9928,1704023001000401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9929,1704023001000401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9930,1704023001002001,GOVERNMENT EXTENSION,SERIKALI,YES,YES,YES,YES,NO,NO,NO,GOOD,NO,,3.0
9931,1704023001002001,NGO,NGO,NO,,,,,,,,,,
9932,1704023001002001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9933,1704023001002001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9934,1704023001002001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9935,1704023001002002,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9936,1704023001002002,NGO,NGO,NO,,,,,,,,,,
9937,1704023001002002,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9938,1704023001002002,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9939,1704023001002002,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9940,1704023001002013,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9941,1704023001002013,NGO,NGO,NO,,,,,,,,,,
9942,1704023001002013,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9943,1704023001002013,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9944,1704023001002013,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9945,1704023001002014,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9946,1704023001002014,NGO,NGO,NO,,,,,,,,,,
9947,1704023001002014,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9948,1704023001002014,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9949,1704023001002014,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9950,1704023001002401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9951,1704023001002401,NGO,NGO,NO,,,,,,,,,,
9952,1704023001002401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9953,1704023001002401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9954,1704023001002401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9955,1704023001002403,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9956,1704023001002403,NGO,NGO,NO,,,,,,,,,,
9957,1704023001002403,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9958,1704023001002403,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9959,1704023001002403,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9960,1704023001006201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9961,1704023001006201,NGO,NGO,NO,,,,,,,,,,
9962,1704023001006201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9963,1704023001006201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9964,1704023001006201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9965,1704023001012201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9966,1704023001012201,NGO,NGO,NO,,,,,,,,,,
9967,1704023001012201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9968,1704023001012201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9969,1704023001012201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9970,1704023001012301,GOVERNMENT EXTENSION,SERIKALI,YES,YES,YES,YES,NO,YES,YES,GOOD,NO,,0.0
9971,1704023001012301,NGO,NGO,NO,,,,,,,,,,
9972,1704023001012301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9973,1704023001012301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9974,1704023001012301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9975,1704023001012303,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9976,1704023001012303,NGO,NGO,NO,,,,,,,,,,
9977,1704023001012303,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9978,1704023001012303,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9979,1704023001012303,OTHER,"NYINGINE, TAJA",YES,YES,NO,YES,NO,NO,NO,AVERAGE,NO,,30.0
9980,1704023001015101,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,1.0
9981,1704023001015101,NGO,NGO,NO,,,,,,,,,,
9982,1704023001015101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9983,1704023001015101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9984,1704023001015101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9985,1704023001015201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9986,1704023001015201,NGO,NGO,NO,,,,,,,,,,
9987,1704023001015201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9988,1704023001015201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9989,1704023001015201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9990,1705006011006701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9991,1705006011006701,NGO,NGO,NO,,,,,,,,,,
9992,1705006011006701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
9993,1705006011006701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9994,1705006011006701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
9995,1705006011010301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
9996,1705006011010301,NGO,NGO,NO,,,,,,,,,,
9997,1705006011010301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
9998,1705006011010301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
9999,1705006011010301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10000,1705006011030201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10001,1705006011030201,NGO,NGO,NO,,,,,,,,,,
10002,1705006011030201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10003,1705006011030201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10004,1705006011030201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10005,1705006011034801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10006,1705006011034801,NGO,NGO,NO,,,,,,,,,,
10007,1705006011034801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10008,1705006011034801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10009,1705006011034801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10010,1705006011039901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10011,1705006011039901,NGO,NGO,NO,,,,,,,,,,
10012,1705006011039901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10013,1705006011039901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10014,1705006011039901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10015,1705006011047301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10016,1705006011047301,NGO,NGO,NO,,,,,,,,,,
10017,1705006011047301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10018,1705006011047301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10019,1705006011047301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10020,1705006011049701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10021,1705006011049701,NGO,NGO,NO,,,,,,,,,,
10022,1705006011049701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10023,1705006011049701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10024,1705006011049701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10025,1705006011049703,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10026,1705006011049703,NGO,NGO,NO,,,,,,,,,,
10027,1705006011049703,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10028,1705006011049703,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10029,1705006011049703,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10030,1705006011049801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10031,1705006011049801,NGO,NGO,NO,,,,,,,,,,
10032,1705006011049801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10033,1705006011049801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10034,1705006011049801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10035,1706004003002801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10036,1706004003002801,NGO,NGO,NO,,,,,,,,,,
10037,1706004003002801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10038,1706004003002801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10039,1706004003002801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10040,1706004003002803,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10041,1706004003002803,NGO,NGO,NO,,,,,,,,,,
10042,1706004003002803,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10043,1706004003002803,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10044,1706004003002803,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10045,1706004003002804,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10046,1706004003002804,NGO,NGO,NO,,,,,,,,,,
10047,1706004003002804,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10048,1706004003002804,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10049,1706004003002804,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10050,1706004003003901,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,YES,NO,YES,NO,AVERAGE,NO,,1.0
10051,1706004003003901,NGO,NGO,NO,,,,,,,,,,
10052,1706004003003901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10053,1706004003003901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10054,1706004003003901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10055,1706004003009301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10056,1706004003009301,NGO,NGO,NO,,,,,,,,,,
10057,1706004003009301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10058,1706004003009301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10059,1706004003009301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10060,1706004003009302,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10061,1706004003009302,NGO,NGO,NO,,,,,,,,,,
10062,1706004003009302,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10063,1706004003009302,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10064,1706004003009302,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10065,1706004003011701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10066,1706004003011701,NGO,NGO,NO,,,,,,,,,,
10067,1706004003011701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10068,1706004003011701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10069,1706004003011701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10070,1706004003011702,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10071,1706004003011702,NGO,NGO,NO,,,,,,,,,,
10072,1706004003011702,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10073,1706004003011702,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10074,1706004003011702,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10075,1706004003019101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10076,1706004003019101,NGO,NGO,NO,,,,,,,,,,
10077,1706004003019101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,YES,NO,YES,NO,NO,NO,GOOD,NO,,0.0
10078,1706004003019101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10079,1706004003019101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10080,1706004003025301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10081,1706004003025301,NGO,NGO,NO,,,,,,,,,,
10082,1706004003025301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10083,1706004003025301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10084,1706004003025301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10085,1706004003032101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10086,1706004003032101,NGO,NGO,NO,,,,,,,,,,
10087,1706004003032101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10088,1706004003032101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10089,1706004003032101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10090,1706004003034501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10091,1706004003034501,NGO,NGO,NO,,,,,,,,,,
10092,1706004003034501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10093,1706004003034501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10094,1706004003034501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10095,1706015002003701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10096,1706015002003701,NGO,NGO,NO,,,,,,,,,,
10097,1706015002003701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10098,1706015002003701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,YES,NO,NO,NO,NO,YES,YES,GOOD,NO,,2.0
10099,1706015002003701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10100,1706015002004401,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,2.0
10101,1706015002004401,NGO,NGO,NO,,,,,,,,,,
10102,1706015002004401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,1.0
10103,1706015002004401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10104,1706015002004401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10105,1706015002006001,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
10106,1706015002006001,NGO,NGO,NO,,,,,,,,,,
10107,1706015002006001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10108,1706015002006001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10109,1706015002006001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10110,1706015002006003,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10111,1706015002006003,NGO,NGO,NO,,,,,,,,,,
10112,1706015002006003,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10113,1706015002006003,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10114,1706015002006003,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10115,1706015002007101,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,YES,YES,GOOD,NO,,2.0
10116,1706015002007101,NGO,NGO,NO,,,,,,,,,,
10117,1706015002007101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10118,1706015002007101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10119,1706015002007101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10120,1706015002007108,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
10121,1706015002007108,NGO,NGO,NO,,,,,,,,,,
10122,1706015002007108,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10123,1706015002007108,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10124,1706015002007108,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10125,1706015002008401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10126,1706015002008401,NGO,NGO,NO,,,,,,,,,,
10127,1706015002008401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10128,1706015002008401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10129,1706015002008401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10130,1706015002037601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10131,1706015002037601,NGO,NGO,NO,,,,,,,,,,
10132,1706015002037601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10133,1706015002037601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10134,1706015002037601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10135,1706015002037605,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10136,1706015002037605,NGO,NGO,NO,,,,,,,,,,
10137,1706015002037605,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10138,1706015002037605,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10139,1706015002037605,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10140,1706015002048501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10141,1706015002048501,NGO,NGO,NO,,,,,,,,,,
10142,1706015002048501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10143,1706015002048501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10144,1706015002048501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10145,1706015002048503,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10146,1706015002048503,NGO,NGO,NO,,,,,,,,,,
10147,1706015002048503,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10148,1706015002048503,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10149,1706015002048503,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10150,1706015002066201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10151,1706015002066201,NGO,NGO,NO,,,,,,,,,,
10152,1706015002066201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10153,1706015002066201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10154,1706015002066201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10155,1707012001001601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10156,1707012001001601,NGO,NGO,NO,,,,,,,,,,
10157,1707012001001601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10158,1707012001001601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10159,1707012001001601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10160,1707012001001603,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10161,1707012001001603,NGO,NGO,NO,,,,,,,,,,
10162,1707012001001603,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10163,1707012001001603,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10164,1707012001001603,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10165,1707012001005001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10166,1707012001005001,NGO,NGO,NO,,,,,,,,,,
10167,1707012001005001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10168,1707012001005001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10169,1707012001005001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10170,1707012001008401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10171,1707012001008401,NGO,NGO,NO,,,,,,,,,,
10172,1707012001008401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10173,1707012001008401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10174,1707012001008401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10175,1707012001008801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10176,1707012001008801,NGO,NGO,NO,,,,,,,,,,
10177,1707012001008801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10178,1707012001008801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10179,1707012001008801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10180,1707012001014801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10181,1707012001014801,NGO,NGO,NO,,,,,,,,,,
10182,1707012001014801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10183,1707012001014801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10184,1707012001014801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10185,1707012001016101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10186,1707012001016101,NGO,NGO,NO,,,,,,,,,,
10187,1707012001016101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10188,1707012001016101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10189,1707012001016101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10190,1707012001016104,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10191,1707012001016104,NGO,NGO,NO,,,,,,,,,,
10192,1707012001016104,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10193,1707012001016104,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10194,1707012001016104,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10195,1707012001017601,GOVERNMENT EXTENSION,SERIKALI,YES,NO,NO,NO,NO,YES,YES,GOOD,NO,,0.0
10196,1707012001017601,NGO,NGO,NO,,,,,,,,,,
